GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_023223685.1	33086858	N/A	N/A	
GCA_923172585.1	30692758	N/A	N/A	
GCA_023223905.1	33087078	N/A	N/A	
GCA_023224845.1	33088018	N/A	N/A	
GCA_023226645.1	33089838	N/A	N/A	
GCA_023223965.1	33087138	N/A	N/A	
GCA_023223835.1	33087018	N/A	N/A	
GCA_023227545.1	33091068	N/A	N/A	
GCA_023226945.1	33090138	N/A	N/A	
GCA_023224565.1	33087738	N/A	N/A	
GCA_023224525.1	33087698	N/A	N/A	
GCA_023224325.1	33087518	N/A	N/A	
GCA_023227405.1	33090698	N/A	N/A	
GCA_023226145.1	33089318	N/A	N/A	
GCA_023224545.1	33087718	N/A	N/A	
GCA_023226705.1	33089888	N/A	N/A	
GCA_023226715.1	33089908	N/A	N/A	
GCA_023227365.1	33090548	N/A	N/A	
GCA_023223925.1	33087108	N/A	N/A	
GCA_023225825.1	33088998	N/A	N/A	
GCA_023223725.1	33086918	N/A	N/A	
GCA_023224805.1	33087988	N/A	N/A	
GCA_023225745.1	33088918	N/A	N/A	
GCA_023224825.1	33087998	N/A	N/A	
GCA_023223885.1	33087058	N/A	N/A	
GCA_023226085.1	33089288	N/A	N/A	
GCA_023224125.1	33087328	N/A	N/A	
GCA_023224165.1	33087338	N/A	N/A	
GCA_023227315.1	33090508	N/A	N/A	
GCA_023226345.1	33089548	N/A	N/A	
GCA_023226125.1	33089298	N/A	N/A	
GCA_023225765.1	33088948	N/A	N/A	
GCA_023226625.1	33089798	N/A	N/A	
GCA_023225425.1	33088598	N/A	N/A	
GCA_023225205.1	33088378	N/A	N/A	
GCA_023223985.1	33087158	N/A	N/A	
GCA_023224065.1	33087248	N/A	N/A	
GCA_023225225.1	33088398	N/A	N/A	
GCA_023225585.1	33088768	N/A	N/A	
GCA_023224005.1	33087178	N/A	N/A	
GCA_023225545.1	33088718	N/A	N/A	
GCA_023226905.1	33090088	N/A	N/A	
GCA_023226865.1	33090078	N/A	N/A	
GCA_023226955.1	33090148	N/A	N/A	
GCA_023225045.1	33088218	N/A	N/A	
GCA_023224715.1	33087898	N/A	N/A	
GCA_023226165.1	33089338	N/A	N/A	
GCA_023226225.1	33089398	N/A	N/A	
GCA_023227565.1	33091178	N/A	N/A	
GCA_023224045.1	33087218	N/A	N/A	
GCA_023224875.1	33088058	N/A	N/A	
GCA_023226735.1	33089928	N/A	N/A	
GCA_023224285.1	33087468	N/A	N/A	
GCA_023224295.1	33087478	N/A	N/A	
GCA_023223705.1	33086898	N/A	N/A	
GCA_023227445.1	33090758	N/A	N/A	
GCA_023225945.1	33089128	N/A	N/A	
GCA_023225185.1	33088358	N/A	N/A	
GCA_023224605.1	33087788	N/A	N/A	
GCA_023224905.1	33088078	N/A	N/A	
GCA_023226045.1	33089218	N/A	N/A	
GCA_023226555.1	33089728	N/A	N/A	
GCA_023226025.1	33089208	N/A	N/A	
GCA_023224385.1	33087558	N/A	N/A	
GCA_023225925.1	33089118	N/A	N/A	
GCA_023226365.1	33089568	N/A	N/A	
GCA_023227345.1	33090558	N/A	N/A	
GCA_023223565.1	33086758	N/A	N/A	
GCA_023225325.1	33088498	N/A	N/A	
GCA_023224025.1	33087208	N/A	N/A	
GCA_023226485.1	33089658	N/A	N/A	
GCA_023224765.1	33087938	N/A	N/A	
GCA_023224615.1	33087798	N/A	N/A	
GCA_023226925.1	33090098	N/A	N/A	
GCA_023225235.1	33088418	N/A	N/A	
GCA_023227415.1	33090778	N/A	N/A	
GCA_023223935.1	33087118	N/A	N/A	
GCA_023225135.1	33088318	N/A	N/A	
GCA_023226105.1	33089278	N/A	N/A	
GCA_023225595.1	33088778	N/A	N/A	
GCA_023227105.1	33090268	N/A	N/A	
GCA_023227485.1	33090898	N/A	N/A	
GCA_023226585.1	33089758	N/A	N/A	
GCA_023227165.1	33090368	N/A	N/A	
GCA_023227065.1	33090238	N/A	N/A	
GCA_023225065.1	33088238	N/A	N/A	
GCA_023227505.1	33091008	N/A	N/A	
GCA_023223625.1	33086798	N/A	N/A	
GCA_023227085.1	33090278	N/A	N/A	
GCA_023226385.1	33089588	N/A	N/A	
GCA_023225625.1	33088798	N/A	N/A	
GCA_023226305.1	33089488	N/A	N/A	
GCA_023225125.1	33088308	N/A	N/A	
GCA_023226425.1	33089598	N/A	N/A	
GCA_900450775.1	6741418	GCF_900450775.1	14326218	
GCA_023224075.1	33087258	N/A	N/A	
GCA_023270175.1	33151148	N/A	N/A	
GCA_023224225.1	33087418	N/A	N/A	
GCA_023224985.1	33088158	N/A	N/A	
GCA_023225385.1	33088558	N/A	N/A	
GCA_023225685.1	33088858	N/A	N/A	
GCA_023225165.1	33088338	N/A	N/A	
GCA_023227285.1	33090458	N/A	N/A	
GCA_023226845.1	33090048	N/A	N/A	
GCA_023226875.1	33090068	N/A	N/A	
GCA_023224725.1	33087918	N/A	N/A	
GCA_023226545.1	33089738	N/A	N/A	
GCA_023227585.1	33091228	N/A	N/A	
GCA_923286195.1	32415738	N/A	N/A	
GCA_023224685.1	33087858	N/A	N/A	
GCA_023224235.1	33087408	N/A	N/A	
GCA_023225645.1	33088818	N/A	N/A	
GCA_023225565.1	33088738	N/A	N/A	
GCA_023227575.1	33091188	N/A	N/A	
GCA_023225005.1	33088188	N/A	N/A	
GCA_023224445.1	33087628	N/A	N/A	
GCA_023224785.1	33087958	N/A	N/A	
GCA_023226765.1	33089948	N/A	N/A	
GCA_023225965.1	33089138	N/A	N/A	
GCA_023224485.1	33087678	N/A	N/A	
GCA_937989655.1	39693108	N/A	N/A	
GCA_023224915.1	33088098	N/A	N/A	
GCA_023226525.1	33089698	N/A	N/A	
GCA_023224135.1	33087308	N/A	N/A	
GCA_023225705.1	33088888	N/A	N/A	
GCA_023224455.1	33087638	N/A	N/A	
GCA_023224665.1	33087838	N/A	N/A	
GCA_023225785.1	33088958	N/A	N/A	
GCA_023226325.1	33089498	N/A	N/A	
GCA_023224265.1	33087438	N/A	N/A	
GCA_023226975.1	33090158	N/A	N/A	
GCA_023226635.1	33089828	N/A	N/A	
GCA_023223545.1	33086748	N/A	N/A	
GCA_023224105.1	33087278	N/A	N/A	
GCA_023224185.1	33087358	N/A	N/A	
GCA_023225265.1	33088448	N/A	N/A	
GCA_023225275.1	33088458	N/A	N/A	
GCA_023227225.1	33090398	N/A	N/A	
GCA_023225525.1	33088698	N/A	N/A	
GCA_023226375.1	33089558	N/A	N/A	
GCA_023224335.1	33087508	N/A	N/A	
GCA_023227425.1	33090768	N/A	N/A	
GCA_923260545.1	32417868	N/A	N/A	
GCA_023226605.1	33089778	N/A	N/A	
GCA_023225305.1	33088478	N/A	N/A	
GCA_023227125.1	33090298	N/A	N/A	
GCA_023225485.1	33088668	N/A	N/A	
GCA_023227355.1	33090518	N/A	N/A	
GCA_023224645.1	33087818	N/A	N/A	
GCA_023227185.1	33090378	N/A	N/A	
GCA_023225795.1	33088978	N/A	N/A	
GCA_023226445.1	33089628	N/A	N/A	
GCA_023225475.1	33088658	N/A	N/A	
GCA_023224705.1	33087908	N/A	N/A	
GCA_023224205.1	33087378	N/A	N/A	
GCA_023270205.1	33151158	N/A	N/A	
GCA_023227145.1	33090318	N/A	N/A	
GCA_023225015.1	33088198	N/A	N/A	
GCA_023226205.1	33089388	N/A	N/A	
GCA_023225465.1	33088678	N/A	N/A	
GCA_023223665.1	33086838	N/A	N/A	
GCA_023225445.1	33088618	N/A	N/A	
GCA_023226455.1	33089638	N/A	N/A	
GCA_023223555.1	33086778	N/A	N/A	
GCA_923266325.1	32419278	N/A	N/A	
GCA_023224965.1	33088138	N/A	N/A	
GCA_023226005.1	33089178	N/A	N/A	
GCA_023225665.1	33088838	N/A	N/A	
GCA_023225345.1	33088528	N/A	N/A	
GCA_023225985.1	33089168	N/A	N/A	
GCA_001071575.1	1883968	GCF_001071575.1	2017038	
GCA_023224405.1	33087578	N/A	N/A	
GCA_023225865.1	33089058	N/A	N/A	
GCA_023224585.1	33087758	N/A	N/A	
GCA_023225085.1	33088258	N/A	N/A	
GCA_023225895.1	33089078	N/A	N/A	
GCA_023224495.1	33087668	N/A	N/A	
GCA_023225715.1	33088898	N/A	N/A	
GCA_023225405.1	33088578	N/A	N/A	
GCA_023227175.1	33090358	N/A	N/A	
GCA_023226775.1	33089958	N/A	N/A	
GCA_923277775.1	32415458	N/A	N/A	
GCA_023223575.1	33086768	N/A	N/A	
GCA_023225105.1	33088298	N/A	N/A	
GCA_023227005.1	33090178	N/A	N/A	
GCA_023225845.1	33089018	N/A	N/A	
GCA_023224865.1	33088048	N/A	N/A	
GCA_923260185.1	32416678	N/A	N/A	
GCA_923258995.1	32417148	N/A	N/A	
GCA_023224945.1	33088118	N/A	N/A	
GCA_023226285.1	33089478	N/A	N/A	
GCA_923276465.1	32416238	N/A	N/A	
GCA_923267685.1	32420358	N/A	N/A	
GCA_923284145.1	32417308	N/A	N/A	
GCA_023226685.1	33089858	N/A	N/A	
GCA_023226185.1	33089358	N/A	N/A	
GCA_023227045.1	33090218	N/A	N/A	
GCA_923276995.1	32421298	N/A	N/A	
GCA_923276455.1	32421938	N/A	N/A	
GCA_923285925.1	32421998	N/A	N/A	
GCA_023226505.1	33089678	N/A	N/A	
GCA_923276885.1	32421558	N/A	N/A	
GCA_023224365.1	33087538	N/A	N/A	
GCA_023227245.1	33090438	N/A	N/A	
GCA_923258875.1	32421578	N/A	N/A	
GCA_023225355.1	33088538	N/A	N/A	
GCA_923262535.1	32415618	N/A	N/A	
GCA_923259105.1	32420448	N/A	N/A	
GCA_023226265.1	33089418	N/A	N/A	
GCA_023227255.1	33090428	N/A	N/A	
GCA_923276725.1	32416258	N/A	N/A	
GCA_923285595.1	32421418	N/A	N/A	
GCA_023226245.1	33089468	N/A	N/A	
GCA_923276615.1	32421218	N/A	N/A	
GCA_923277295.1	32422178	N/A	N/A	
GCA_923260685.1	32416718	N/A	N/A	
GCA_923278015.1	32415658	N/A	N/A	
GCA_923264695.1	32416018	N/A	N/A	
GCA_923287235.1	32422138	N/A	N/A	
GCA_923276775.1	32417648	N/A	N/A	
GCA_923260735.1	32420058	N/A	N/A	
GCA_923282885.1	32420588	N/A	N/A	
GCA_923278395.1	32417348	N/A	N/A	
GCA_923286595.1	32416868	N/A	N/A	
GCA_923276745.1	32417448	N/A	N/A	
GCA_923259425.1	32421758	N/A	N/A	
GCA_923264285.1	32418208	N/A	N/A	
GCA_923276905.1	32416638	N/A	N/A	
GCA_923278435.1	32421078	N/A	N/A	
GCA_923282145.1	32415938	N/A	N/A	
GCA_923277035.1	32417508	N/A	N/A	
GCA_923183295.1	32416848	N/A	N/A	
GCA_923259455.1	32422098	N/A	N/A	
GCA_923277125.1	32416038	N/A	N/A	
GCA_023227025.1	33090198	N/A	N/A	
GCA_023226065.1	33089238	N/A	N/A	
GCA_923283335.1	32416218	N/A	N/A	
GCA_923266105.1	32416318	N/A	N/A	
GCA_923276875.1	32418008	N/A	N/A	
GCA_923259185.1	32416808	N/A	N/A	
GCA_923268265.1	32415718	N/A	N/A	
GCA_923286135.1	32417968	N/A	N/A	
GCA_923263615.1	32416358	N/A	N/A	
GCA_923279985.1	32418508	N/A	N/A	
GCA_923283495.1	32417688	N/A	N/A	
GCA_923276515.1	32421898	N/A	N/A	
GCA_923263605.1	32416278	N/A	N/A	
GCA_923283715.1	32417188	N/A	N/A	
GCA_923282575.1	32416768	N/A	N/A	
GCA_923277975.1	32417428	N/A	N/A	
GCA_923263065.1	32417828	N/A	N/A	
GCA_923287255.1	32417068	N/A	N/A	
GCA_923260985.1	32422158	N/A	N/A	
GCA_923283345.1	32416478	N/A	N/A	
GCA_923282185.1	32420658	N/A	N/A	
GCA_923276575.1	32417888	N/A	N/A	
GCA_923263045.1	32419468	N/A	N/A	
GCA_923263715.1	32417408	N/A	N/A	
GCA_923277085.1	32421338	N/A	N/A	
GCA_923276855.1	32421058	N/A	N/A	
GCA_923267235.1	32415958	N/A	N/A	
GCA_923286435.1	32416178	N/A	N/A	
GCA_923286085.1	32421818	N/A	N/A	
GCA_923277055.1	32421498	N/A	N/A	
GCA_923276975.1	32417528	N/A	N/A	
GCA_923276985.1	32417748	N/A	N/A	
GCA_923267485.1	32422058	N/A	N/A	
GCA_923304245.1	32415638	N/A	N/A	
GCA_923261055.1	32418408	N/A	N/A	
GCA_923261065.1	32421038	N/A	N/A	
GCA_923277025.1	32421958	N/A	N/A	
GCA_923268185.1	32421118	N/A	N/A	
GCA_923259025.1	32422038	N/A	N/A	
GCA_923276655.1	32416928	N/A	N/A	
GCA_923264645.1	32419018	N/A	N/A	
GCA_923286705.1	32421918	N/A	N/A	
GCA_923258965.1	32415578	N/A	N/A	
GCA_923276425.1	32420998	N/A	N/A	
GCA_923280575.1	32418068	N/A	N/A	
GCA_923280895.1	32415478	N/A	N/A	
GCA_923278555.1	32417548	N/A	N/A	
GCA_923276895.1	32416888	N/A	N/A	
GCA_923276595.1	32417248	N/A	N/A	
GCA_923302885.1	32417028	N/A	N/A	
GCA_923267575.1	32416298	N/A	N/A	
GCA_923302955.1	32416988	N/A	N/A	
GCA_923267915.1	32418168	N/A	N/A	
GCA_923263765.1	32417048	N/A	N/A	
GCA_923259625.1	32421478	N/A	N/A	
GCA_923262845.1	32421858	N/A	N/A	
GCA_923264195.1	32416398	N/A	N/A	
GCA_923266915.1	32416338	N/A	N/A	
GCA_923267795.1	32421178	N/A	N/A	
GCA_923283395.1	32421978	N/A	N/A	
GCA_923265965.1	32419978	N/A	N/A	
GCA_923276945.1	32417708	N/A	N/A	
GCA_923276535.1	32416538	N/A	N/A	
GCA_923276835.1	32420918	N/A	N/A	
GCA_923286075.1	32415678	N/A	N/A	
GCA_923263985.1	32421398	N/A	N/A	
GCA_923277015.1	32416948	N/A	N/A	
GCA_923277135.1	32417808	N/A	N/A	
GCA_923261085.1	32419408	N/A	N/A	
GCA_923266965.1	32421378	N/A	N/A	
GCA_923260415.1	32421238	N/A	N/A	
GCA_923267535.1	32415818	N/A	N/A	
GCA_923276435.1	32418188	N/A	N/A	
GCA_923277065.1	32415798	N/A	N/A	
GCA_923281045.1	32421738	N/A	N/A	
GCA_923261185.1	32416378	N/A	N/A	
GCA_923262615.1	32415358	N/A	N/A	
GCA_923282765.1	32415698	N/A	N/A	
GCA_923279965.1	32417228	N/A	N/A	
GCA_923276735.1	32416098	N/A	N/A	
GCA_923279895.1	32418718	N/A	N/A	
GCA_923264295.1	32418108	N/A	N/A	
GCA_923276765.1	32422018	N/A	N/A	
GCA_923278785.1	32415398	N/A	N/A	
GCA_923276965.1	32419168	N/A	N/A	
GCA_923286405.1	32416598	N/A	N/A	
GCA_923283735.1	32421618	N/A	N/A	
GCA_923276815.1	32418088	N/A	N/A	
GCA_923276805.1	32422218	N/A	N/A	
GCA_923267985.1	32421538	N/A	N/A	
GCA_923282525.1	32421278	N/A	N/A	
GCA_923277115.1	32421458	N/A	N/A	
GCA_923277105.1	32416618	N/A	N/A	
GCA_923277345.1	32415338	N/A	N/A	
GCA_923287115.1	32416498	N/A	N/A	
GCA_923266095.1	32417948	N/A	N/A	
GCA_923279005.1	32416158	N/A	N/A	
GCA_923278425.1	32417368	N/A	N/A	
GCA_923265855.1	32420738	N/A	N/A	
GCA_923282205.1	32417588	N/A	N/A	
GCA_923277405.1	32421838	N/A	N/A	
GCA_923259925.1	32422258	N/A	N/A	
GCA_923283635.1	32416118	N/A	N/A	
GCA_923259365.1	32422238	N/A	N/A	
GCA_923260745.1	32418938	N/A	N/A	
GCA_923282625.1	32416968	N/A	N/A	
GCA_923262795.1	32416578	N/A	N/A	
GCA_923276585.1	32415898	N/A	N/A	
GCA_923277045.1	32421598	N/A	N/A	
GCA_923277615.1	32418048	N/A	N/A	
GCA_023225885.1	33089048	N/A	N/A	
GCA_923256855.1	32417728	N/A	N/A	
GCA_923282795.1	32417788	N/A	N/A	
GCA_923276695.1	32416558	N/A	N/A	
GCA_923265985.1	32415858	N/A	N/A	
GCA_923259065.1	32417468	N/A	N/A	
GCA_923276955.1	32420218	N/A	N/A	
GCA_923260885.1	32417608	N/A	N/A	
GCA_923263195.1	32415878	N/A	N/A	
GCA_923282975.1	32416418	N/A	N/A	
GCA_923279355.1	32422118	N/A	N/A	
GCA_923286995.1	32418768	N/A	N/A	
GCA_923277595.1	32416438	N/A	N/A	
GCA_923257265.1	32418148	N/A	N/A	
GCA_923266895.1	32416198	N/A	N/A	
GCA_923263585.1	32421798	N/A	N/A	
GCA_923277095.1	32415778	N/A	N/A	
GCA_923260405.1	32420118	N/A	N/A	
GCA_927808805.1	32415758	N/A	N/A	
GCA_923280915.1	32420978	N/A	N/A	
GCA_923260965.1	32421778	N/A	N/A	
GCA_923268005.1	32421138	N/A	N/A	
GCA_923267625.1	32419308	N/A	N/A	
GCA_923266025.1	32421358	N/A	N/A	
GCA_923267435.1	32417168	N/A	N/A	
GCA_923282165.1	32416058	N/A	N/A	
GCA_923282435.1	32420508	N/A	N/A	
GCA_923278405.1	32416828	N/A	N/A	
GCA_923276605.1	32418128	N/A	N/A	
GCA_923277005.1	32419918	N/A	N/A	
GCA_923279875.1	32415838	N/A	N/A	
GCA_923276625.1	32416698	N/A	N/A	
GCA_923276925.1	32419078	N/A	N/A	
GCA_923276845.1	32420938	N/A	N/A	
GCA_923267895.1	32417568	N/A	N/A	
GCA_923266355.1	32416518	N/A	N/A	
GCA_923286765.1	32417928	N/A	N/A	
GCA_923281005.1	32422078	N/A	N/A	
GCA_923277575.1	32422198	N/A	N/A	
GCA_923276865.1	32416078	N/A	N/A	
GCA_923267785.1	32420878	N/A	N/A	
GCA_923259215.1	32417288	N/A	N/A	
GCA_923277655.1	32416908	N/A	N/A	
GCA_923258785.1	32420798	N/A	N/A	
GCA_923283415.1	32416658	N/A	N/A	
GCA_923263885.1	32417008	N/A	N/A	
GCA_923277715.1	32417488	N/A	N/A	
GCA_923276915.1	32417768	N/A	N/A	
GCA_923277165.1	32420958	N/A	N/A	
GCA_923257355.1	32417388	N/A	N/A	
GCA_923264535.1	32415918	N/A	N/A	
GCA_923264365.1	32415998	N/A	N/A	
GCA_923276935.1	32417208	N/A	N/A	
GCA_923283595.1	32419548	N/A	N/A	
GCA_923264265.1	32415418	N/A	N/A	
GCA_923276755.1	32415438	N/A	N/A	
GCA_923287245.1	32421678	N/A	N/A	
GCA_923283745.1	32417128	N/A	N/A	
GCA_923264595.1	32417988	N/A	N/A	
GCA_923280995.1	32420328	N/A	N/A	
GCA_923258945.1	32421098	N/A	N/A	
GCA_923266935.1	32421878	N/A	N/A	
GCA_923263005.1	32415498	N/A	N/A	
GCA_923304285.1	32417668	N/A	N/A	
GCA_923283885.1	32417848	N/A	N/A	
GCA_923261025.1	32421018	N/A	N/A	
GCA_923280495.1	32415598	N/A	N/A	
GCA_923278415.1	32421438	N/A	N/A	
GCA_923264235.1	32417908	N/A	N/A	
GCA_923261075.1	32421698	N/A	N/A	
GCA_923265995.1	32421318	N/A	N/A	
GCA_923266045.1	32415978	N/A	N/A	
GCA_923260715.1	32421658	N/A	N/A	
GCA_923281085.1	32416788	N/A	N/A	
GCA_923276825.1	32416138	N/A	N/A	
GCA_923278115.1	32417108	N/A	N/A	
GCA_030824715.1	46459518	N/A	N/A	
GCA_002988315.1	6197068	N/A	N/A	
GCA_002984855.1	6192088	N/A	N/A	
GCA_002984085.1	6191308	N/A	N/A	
GCA_002991225.1	6200798	N/A	N/A	
GCA_002988225.1	6196988	N/A	N/A	
GCA_002985085.1	6192338	N/A	N/A	
GCA_000169735.1	207898	GCF_000169735.1	207918	
GCA_923172345.1	30692598	N/A	N/A	
GCA_000169855.1	208138	GCF_000169855.1	208158	
GCA_000169815.1	208058	GCF_000169815.1	208078	
GCA_000169755.1	207938	GCF_000169755.1	207958	
GCA_923187015.1	32580978	N/A	N/A	
GCA_923174065.1	30692458	N/A	N/A	
GCA_000817485.1	1475628	GCF_000817485.1	1478518	
GCA_000817525.1	1476018	GCF_000817525.1	1478538	
GCA_000817445.1	1475588	GCF_000817445.1	1478138	
GCA_000817465.1	1475608	GCF_000817465.1	1478118	
GCA_000817535.1	1476038	GCF_000817535.1	1478098	
GCA_000817515.1	1475998	GCF_000817515.1	1478438	
GCA_030657695.1	46169078	N/A	N/A	
GCA_030657515.1	46168848	N/A	N/A	
GCA_030658605.1	46170258	N/A	N/A	
GCA_030657595.1	46168988	N/A	N/A	
GCA_030657615.1	46168998	N/A	N/A	
GCA_030664335.1	46177898	N/A	N/A	
GCA_030664315.1	46177888	N/A	N/A	
GCA_030658455.1	46170078	N/A	N/A	
GCA_025396935.1	36224588	GCF_025396935.1	36336928	
GCA_030657395.1	46168748	N/A	N/A	
GCA_030658565.1	46170218	N/A	N/A	
GCA_030663935.1	46177338	N/A	N/A	
GCA_030663975.1	46177358	N/A	N/A	
GCA_030658555.1	46170208	N/A	N/A	
GCA_030664615.1	46178278	N/A	N/A	
GCA_030664035.1	46177458	N/A	N/A	
GCA_030659595.1	46171568	N/A	N/A	
GCA_030657715.1	46169098	N/A	N/A	
GCA_030663825.1	46177158	N/A	N/A	
GCA_030657775.1	46169178	N/A	N/A	
GCA_030664055.1	46177498	N/A	N/A	
GCA_030658845.1	46170588	N/A	N/A	
GCA_030657375.1	46168728	N/A	N/A	
GCA_030659815.1	46171858	N/A	N/A	
GCA_030659155.1	46170988	N/A	N/A	
GCA_025396745.1	36224398	GCF_025396745.1	36336088	
GCA_030658665.1	46170348	N/A	N/A	
GCA_030664115.1	46177598	N/A	N/A	
GCA_030663695.1	46177068	N/A	N/A	
GCA_030664395.1	46177958	N/A	N/A	
GCA_030658535.1	46170158	N/A	N/A	
GCA_030657895.1	46169338	N/A	N/A	
GCA_030659475.1	46171398	N/A	N/A	
GCA_030658415.1	46170018	N/A	N/A	
GCA_030664425.1	46178018	N/A	N/A	
GCA_030658265.1	46169848	N/A	N/A	
GCA_030662455.1	46175358	N/A	N/A	
GCA_030660705.1	46173038	N/A	N/A	
GCA_030662985.1	46176038	N/A	N/A	
GCA_030663715.1	46177088	N/A	N/A	
GCA_030657675.1	46169058	N/A	N/A	
GCA_030657485.1	46168808	N/A	N/A	
GCA_030658835.1	46170598	N/A	N/A	
GCA_025396755.1	36224408	GCF_025396755.1	36336528	
GCA_025396995.1	36224628	GCF_025396995.1	36321968	
GCA_025396815.1	36224458	GCF_025396815.1	36336508	
GCA_025396885.1	36224528	GCF_025396885.1	36321868	
GCA_030659355.1	46171238	N/A	N/A	
GCA_025396825.1	36224468	GCF_025396825.1	36336168	
GCA_030657795.1	46169208	N/A	N/A	
GCA_030658705.1	46170398	N/A	N/A	
GCA_030661235.1	46173768	N/A	N/A	
GCA_030664135.1	46177628	N/A	N/A	
GCA_030663735.1	46177058	N/A	N/A	
GCA_030664215.1	46177768	N/A	N/A	
GCA_030664515.1	46178138	N/A	N/A	
GCA_030659505.1	46171458	N/A	N/A	
GCA_030660275.1	46172478	N/A	N/A	
GCA_030664095.1	46177588	N/A	N/A	
GCA_030659965.1	46172038	N/A	N/A	
GCA_030664195.1	46177728	N/A	N/A	
GCA_030662525.1	46175458	N/A	N/A	
GCA_025397095.1	36224728	GCF_025397095.1	36321768	
GCA_025397045.1	36224698	GCF_025397045.1	36321948	
GCA_025396085.1	36223728	GCF_025396085.1	36328268	
GCA_030659335.1	46171218	N/A	N/A	
GCA_030659035.1	46170818	N/A	N/A	
GCA_030660055.1	46172208	N/A	N/A	
GCA_030662555.1	46175498	N/A	N/A	
GCA_025396235.1	36223868	GCF_025396235.1	36328288	
GCA_030662315.1	46175178	N/A	N/A	
GCA_030664015.1	46177438	N/A	N/A	
GCA_030657965.1	46169438	N/A	N/A	
GCA_030662335.1	46175198	N/A	N/A	
GCA_030657635.1	46169018	N/A	N/A	
GCA_030662255.1	46175098	N/A	N/A	
GCA_030659195.1	46171038	N/A	N/A	
GCA_030658035.1	46169518	N/A	N/A	
GCA_030663635.1	46176898	N/A	N/A	
GCA_030658055.1	46169578	N/A	N/A	
GCA_030660775.1	46173138	N/A	N/A	
GCA_025396835.1	36224488	GCF_025396835.1	36322288	
GCA_030661375.1	46173938	N/A	N/A	
GCA_025393325.1	36220988	GCF_025393325.1	36326588	
GCA_030661705.1	46174388	N/A	N/A	
GCA_030660515.1	46172798	N/A	N/A	
GCA_030660595.1	46172878	N/A	N/A	
GCA_030662795.1	46175778	N/A	N/A	
GCA_030659765.1	46171798	N/A	N/A	
GCA_030662935.1	46175988	N/A	N/A	
GCA_030658355.1	46169968	N/A	N/A	
GCA_030660425.1	46172678	N/A	N/A	
GCA_030660735.1	46173078	N/A	N/A	
GCA_030660645.1	46172958	N/A	N/A	
GCA_030662815.1	46175838	N/A	N/A	
GCA_030659015.1	46170798	N/A	N/A	
GCA_030659075.1	46170898	N/A	N/A	
GCA_030660295.1	46172498	N/A	N/A	
GCA_030660235.1	46172418	N/A	N/A	
GCA_030664595.1	46178218	N/A	N/A	
GCA_025396915.1	36224548	GCF_025396915.1	36336008	
GCA_030660995.1	46173438	N/A	N/A	
GCA_030658655.1	46170318	N/A	N/A	
GCA_025393295.1	36220928	GCF_025393295.1	36336768	
GCA_030657925.1	46169398	N/A	N/A	
GCA_025396135.1	36223768	GCF_025396135.1	36328368	
GCA_030663865.1	46177228	N/A	N/A	
GCA_030662425.1	46175318	N/A	N/A	
GCA_030658155.1	46169678	N/A	N/A	
GCA_030662395.1	46175278	N/A	N/A	
GCA_030658575.1	46170238	N/A	N/A	
GCA_030663895.1	46177258	N/A	N/A	
GCA_030663925.1	46177298	N/A	N/A	
GCA_030664225.1	46177778	N/A	N/A	
GCA_030658435.1	46170048	N/A	N/A	
GCA_030659255.1	46171118	N/A	N/A	
GCA_030657605.1	46168938	N/A	N/A	
GCA_030658135.1	46169638	N/A	N/A	
GCA_030662515.1	46175438	N/A	N/A	
GCA_030658065.1	46169588	N/A	N/A	
GCA_030658895.1	46170638	N/A	N/A	
GCA_030658335.1	46169938	N/A	N/A	
GCA_030660695.1	46173058	N/A	N/A	
GCA_030660035.1	46172138	N/A	N/A	
GCA_030663025.1	46176118	N/A	N/A	
GCA_030663095.1	46176228	N/A	N/A	
GCA_030658495.1	46170098	N/A	N/A	
GCA_025397115.1	36224758	GCF_025397115.1	36321628	
GCA_025396015.1	36223678	GCF_025396015.1	36328108	
GCA_025396075.1	36223708	GCF_025396075.1	36328208	
GCA_030660525.1	46172828	N/A	N/A	
GCA_030659735.1	46171758	N/A	N/A	
GCA_030662725.1	46175698	N/A	N/A	
GCA_030660795.1	46173158	N/A	N/A	
GCA_030662765.1	46175738	N/A	N/A	
GCA_030658875.1	46170618	N/A	N/A	
GCA_025396795.1	36224428	GCF_025396795.1	36321728	
GCA_030659845.1	46171908	N/A	N/A	
GCA_025396945.1	36224608	GCF_025396945.1	36321568	
GCA_030658755.1	46170458	N/A	N/A	
GCA_030658245.1	46169868	N/A	N/A	
GCA_030663725.1	46177018	N/A	N/A	
GCA_025395875.1	36223528	GCF_025395875.1	36328248	
GCA_025395935.1	36223588	GCF_025395935.1	36327988	
GCA_030664545.1	46178188	N/A	N/A	
GCA_030659295.1	46171168	N/A	N/A	
GCA_030657495.1	46168818	N/A	N/A	
GCA_030661435.1	46174018	N/A	N/A	
GCA_030661505.1	46174118	N/A	N/A	
GCA_030658915.1	46170658	N/A	N/A	
GCA_030658315.1	46169898	N/A	N/A	
GCA_030659275.1	46171138	N/A	N/A	
GCA_030662615.1	46175578	N/A	N/A	
GCA_030661385.1	46173978	N/A	N/A	
GCA_030663375.1	46176538	N/A	N/A	
GCA_030662475.1	46175378	N/A	N/A	
GCA_030662655.1	46175598	N/A	N/A	
